# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
11 2 5 8f563b
0 3 5 639bff
1 3 5 639bff
11 3 5 8f563b
11 4 5 8f563b
11 5 5 8f563b
11 6 5 8f563b
11 7 5 8f563b
11 8 5 8f563b
11 9 5 8f563b
0 10 5 8f563b
1 10 5 8f563b
2 10 5 8f563b
3 10 5 8f563b
4 10 5 8f563b
5 10 5 8f563b
6 10 5 8f563b
7 10 5 8f563b
8 10 5 8f563b
9 10 5 8f563b
10 10 5 8f563b
11 10 5 8f563b
0 0 6 639bff
1 0 6 639bff
2 0 6 639bff
3 0 6 639bff
0 1 6 639bff
1 1 6 639bff
2 1 6 639bff
3 1 6 639bff
0 2 6 639bff
1 2 6 639bff
2 2 6 639bff
0 3 6 639bff
1 3 6 639bff
0 0 7 639bff
1 0 7 639bff
2 0 7 639bff
3 0 7 639bff
0 1 7 639bff
1 1 7 639bff
2 1 7 639bff
3 1 7 639bff
0 2 7 639bff
1 2 7 639bff
2 2 7 639bff
0 3 7 639bff
1 3 7 639bff
0 0 8 639bff
1 0 8 639bff
2 0 8 639bff
3 0 8 639bff
0 1 8 639bff
1 1 8 639bff
2 1 8 639bff
3 1 8 639bff
0 2 8 639bff
1 2 8 639bff
2 2 8 639bff
0 3 8 639bff
1 3 8 639bff
0 0 9 639bff
1 0 9 639bff
2 0 9 639bff
3 0 9 639bff
0 1 9 639bff
1 1 9 639bff
2 1 9 639bff
3 1 9 639bff
0 2 9 639bff
1 2 9 639bff
2 2 9 639bff
0 3 9 639bff
1 3 9 639bff
0 0 10 639bff
1 0 10 639bff
2 0 10 639bff
3 0 10 639bff
0 1 10 639bff
1 1 10 639bff
2 1 10 639bff
3 1 10 639bff
0 2 10 639bff
1 2 10 639bff
2 2 10 639bff
0 3 10 639bff
1 3 10 639bff
0 0 11 639bff
1 0 11 639bff
2 0 11 639bff
3 0 11 639bff
0 1 11 639bff
1 1 11 639bff
2 1 11 639bff
3 1 11 639bff
0 2 11 639bff
1 2 11 639bff
2 2 11 639bff
0 3 11 639bff
1 3 11 639bff
0 0 12 639bff
1 0 12 639bff
2 0 12 639bff
3 0 12 639bff
0 1 12 639bff
1 1 12 639bff
2 1 12 639bff
3 1 12 639bff
0 2 12 639bff
1 2 12 639bff
2 2 12 639bff
0 3 12 639bff
1 3 12 639bff
0 0 13 639bff
1 0 13 639bff
2 0 13 639bff
3 0 13 639bff
0 1 13 639bff
1 1 13 639bff
2 1 13 639bff
3 1 13 639bff
0 2 13 639bff
1 2 13 639bff
2 2 13 639bff
0 3 13 639bff
1 3 13 639bff
0 0 14 639bff
1 0 14 639bff
2 0 14 639bff
3 0 14 639bff
0 1 14 639bff
1 1 14 639bff
2 1 14 639bff
3 1 14 639bff
0 2 14 639bff
1 2 14 639bff
2 2 14 639bff
0 3 14 639bff
1 3 14 639bff
0 0 15 639bff
1 0 15 639bff
2 0 15 639bff
3 0 15 639bff
0 1 15 639bff
1 1 15 639bff
2 1 15 639bff
3 1 15 639bff
0 2 15 639bff
1 2 15 639bff
2 2 15 639bff
0 3 15 639bff
1 3 15 639bff
-1 -3 16 639bff
-2 -2 16 639bff
-1 -2 16 639bff
-3 -1 16 639bff
-2 -1 16 639bff
-1 -1 16 639bff
-1 -3 17 639bff
-2 -2 17 639bff
-1 -2 17 639bff
-3 -1 17 639bff
-2 -1 17 639bff
-1 -1 17 639bff
-1 -3 18 639bff
-2 -2 18 639bff
-1 -2 18 639bff
-3 -1 18 639bff
-2 -1 18 639bff
-1 -1 18 639bff
-1 -3 19 639bff
-2 -2 19 639bff
-1 -2 19 639bff
-3 -1 19 639bff
-2 -1 19 639bff
-1 -1 19 639bff
0 -3 16 639bff
1 -3 16 639bff
0 -2 16 639bff
1 -2 16 639bff
2 -2 16 639bff
0 -1 16 639bff
1 -1 16 639bff
2 -1 16 639bff
3 -1 16 639bff
0 -3 17 639bff
1 -3 17 639bff
0 -2 17 639bff
1 -2 17 639bff
2 -2 17 639bff
0 -1 17 639bff
1 -1 17 639bff
2 -1 17 639bff
3 -1 17 639bff
0 -3 18 639bff
1 -3 18 639bff
0 -2 18 639bff
1 -2 18 639bff
2 -2 18 639bff
0 -1 18 639bff
1 -1 18 639bff
2 -1 18 639bff
3 -1 18 639bff
0 -3 19 639bff
1 -3 19 639bff
0 -2 19 639bff
1 -2 19 639bff
2 -2 19 639bff
0 -1 19 639bff
1 -1 19 639bff
2 -1 19 639bff
3 -1 19 639bff
-3 0 16 639bff
-2 0 16 639bff
-1 0 16 639bff
-3 1 16 639bff
-2 1 16 639bff
-1 1 16 639bff
-2 2 16 639bff
-1 2 16 639bff
-1 3 16 639bff
-3 0 17 639bff
-2 0 17 639bff
-1 0 17 639bff
-3 1 17 639bff
-2 1 17 639bff
-1 1 17 639bff
-2 2 17 639bff
-1 2 17 639bff
-1 3 17 639bff
-3 0 18 639bff
-2 0 18 639bff
-1 0 18 639bff
-3 1 18 639bff
-2 1 18 639bff
-1 1 18 639bff
-2 2 18 639bff
-1 2 18 639bff
-1 3 18 639bff
-3 0 19 639bff
-2 0 19 639bff
-1 0 19 639bff
-3 1 19 639bff
-2 1 19 639bff
-1 1 19 639bff
-2 2 19 639bff
-1 2 19 639bff
-1 3 19 639bff
0 0 16 639bff
1 0 16 639bff
2 0 16 639bff
3 0 16 639bff
0 1 16 639bff
1 1 16 639bff
2 1 16 639bff
3 1 16 639bff
0 2 16 639bff
1 2 16 639bff
2 2 16 639bff
0 3 16 639bff
1 3 16 639bff
0 0 17 639bff
1 0 17 639bff
2 0 17 639bff
3 0 17 639bff
0 1 17 639bff
1 1 17 639bff
2 1 17 639bff
3 1 17 639bff
0 2 17 639bff
1 2 17 639bff
2 2 17 639bff
0 3 17 639bff
1 3 17 639bff
0 0 18 639bff
1 0 18 639bff
2 0 18 639bff
3 0 18 639bff
0 1 18 639bff
1 1 18 639bff
2 1 18 639bff
3 1 18 639bff
0 2 18 639bff
1 2 18 639bff
2 2 18 639bff
0 3 18 639bff
1 3 18 639bff
0 0 19 639bff
1 0 19 639bff
2 0 19 639bff
3 0 19 639bff
0 1 19 639bff
1 1 19 639bff
2 1 19 639bff
3 1 19 639bff
0 2 19 639bff
1 2 19 639bff
2 2 19 639bff
0 3 19 639bff
1 3 19 639bff
