# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
6 -7 2 8f563b
7 -7 2 8f563b
11 -7 2 8f563b
15 -7 2 8f563b
3 -6 2 8f563b
7 -6 2 8f563b
11 -6 2 8f563b
15 -6 2 8f563b
3 -5 2 8f563b
7 -5 2 8f563b
11 -5 2 8f563b
15 -5 2 8f563b
3 -4 2 8f563b
7 -4 2 8f563b
11 -4 2 8f563b
15 -4 2 8f563b
1 -3 2 8f563b
3 -3 2 8f563b
7 -3 2 8f563b
11 -3 2 8f563b
15 -3 2 8f563b
0 -2 2 8f563b
1 -2 2 8f563b
3 -2 2 8f563b
4 -2 2 8f563b
7 -2 2 8f563b
11 -2 2 8f563b
15 -2 2 8f563b
7 -1 2 8f563b
11 -1 2 8f563b
15 -1 2 8f563b
0 -16 3 8f563b
1 -16 3 8f563b
2 -16 3 8f563b
3 -16 3 8f563b
4 -16 3 8f563b
5 -16 3 8f563b
6 -16 3 8f563b
7 -16 3 8f563b
8 -16 3 8f563b
9 -16 3 8f563b
10 -16 3 8f563b
11 -16 3 8f563b
12 -16 3 8f563b
13 -16 3 8f563b
14 -16 3 8f563b
15 -16 3 8f563b
7 -15 3 8f563b
15 -15 3 8f563b
7 -14 3 8f563b
15 -14 3 8f563b
7 -13 3 8f563b
15 -13 3 8f563b
7 -12 3 8f563b
15 -12 3 8f563b
7 -11 3 8f563b
15 -11 3 8f563b
15 -10 3 8f563b
3 -9 3 8f563b
4 -9 3 8f563b
5 -9 3 8f563b
6 -9 3 8f563b
7 -9 3 8f563b
15 -9 3 8f563b
3 -8 3 8f563b
4 -8 3 8f563b
5 -8 3 8f563b
6 -8 3 8f563b
7 -8 3 8f563b
15 -8 3 8f563b
3 -7 3 8f563b
7 -7 3 8f563b
15 -7 3 8f563b
3 -6 3 8f563b
7 -6 3 8f563b
15 -6 3 8f563b
3 -5 3 8f563b
7 -5 3 8f563b
15 -5 3 8f563b
3 -4 3 8f563b
7 -4 3 8f563b
15 -4 3 8f563b
1 -3 3 8f563b
3 -3 3 8f563b
7 -3 3 8f563b
15 -3 3 8f563b
0 -2 3 8f563b
1 -2 3 8f563b
3 -2 3 8f563b
4 -2 3 8f563b
7 -2 3 8f563b
15 -2 3 8f563b
7 -1 3 8f563b
15 -1 3 8f563b
0 -16 4 8f563b
1 -16 4 8f563b
2 -16 4 8f563b
3 -16 4 8f563b
4 -16 4 8f563b
5 -16 4 8f563b
6 -16 4 8f563b
7 -16 4 8f563b
8 -16 4 8f563b
9 -16 4 8f563b
10 -16 4 8f563b
11 -16 4 8f563b
12 -16 4 8f563b
13 -16 4 8f563b
14 -16 4 8f563b
15 -16 4 8f563b
15 -15 4 8f563b
15 -14 4 8f563b
15 -13 4 8f563b
15 -12 4 8f563b
15 -11 4 8f563b
15 -10 4 8f563b
3 -9 4 8f563b
4 -9 4 8f563b
5 -9 4 8f563b
6 -9 4 8f563b
7 -9 4 8f563b
15 -9 4 8f563b
3 -8 4 8f563b
7 -8 4 8f563b
15 -8 4 8f563b
3 -7 4 8f563b
7 -7 4 8f563b
15 -7 4 8f563b
3 -6 4 8f563b
7 -6 4 8f563b
15 -6 4 8f563b
3 -5 4 8f563b
7 -5 4 8f563b
15 -5 4 8f563b
3 -4 4 8f563b
7 -4 4 8f563b
15 -4 4 8f563b
1 -3 4 8f563b
3 -3 4 8f563b
7 -3 4 8f563b
15 -3 4 8f563b
0 -2 4 8f563b
1 -2 4 8f563b
3 -2 4 8f563b
4 -2 4 8f563b
7 -2 4 8f563b
15 -2 4 8f563b
7 -1 4 8f563b
15 -1 4 8f563b
1 -3 5 8f563b
0 -2 5 8f563b
1 -2 5 8f563b
-16 0 0 000000
-15 0 0 000000
-14 0 0 000000
-13 0 0 000000
-12 0 0 000000
-11 0 0 000000
-10 0 0 000000
-9 0 0 000000
-8 0 0 000000
-7 0 0 000000
-6 0 0 000000
-5 0 0 000000
-4 0 0 000000
-3 0 0 000000
-2 0 0 000000
-1 0 0 000000
-16 1 0 000000
-15 1 0 000000
-14 1 0 000000
-13 1 0 000000
-12 1 0 000000
-11 1 0 000000
-10 1 0 000000
-9 1 0 000000
-8 1 0 000000
-7 1 0 000000
-6 1 0 000000
-5 1 0 000000
-4 1 0 000000
-3 1 0 000000
-2 1 0 000000
-1 1 0 000000
-16 2 0 000000
-15 2 0 000000
-14 2 0 000000
-13 2 0 000000
-12 2 0 000000
-11 2 0 000000
-10 2 0 000000
-9 2 0 000000
-8 2 0 000000
-7 2 0 000000
-6 2 0 000000
-5 2 0 000000
-4 2 0 000000
-3 2 0 000000
-2 2 0 000000
-1 2 0 000000
-16 3 0 000000
-15 3 0 000000
-14 3 0 000000
-13 3 0 000000
-12 3 0 000000
-11 3 0 000000
-10 3 0 000000
-9 3 0 000000
-8 3 0 000000
-7 3 0 000000
-6 3 0 000000
-5 3 0 000000
-4 3 0 000000
-3 3 0 000000
-2 3 0 000000
-1 3 0 000000
-16 4 0 000000
-15 4 0 000000
-14 4 0 000000
-13 4 0 000000
-12 4 0 000000
-11 4 0 000000
-10 4 0 000000
-9 4 0 000000
-8 4 0 000000
-7 4 0 000000
-6 4 0 000000
-5 4 0 000000
-4 4 0 000000
-3 4 0 000000
-2 4 0 000000
-1 4 0 000000
-16 5 0 000000
-15 5 0 000000
-14 5 0 000000
-13 5 0 000000
-12 5 0 000000
-11 5 0 000000
-10 5 0 000000
-9 5 0 000000
-8 5 0 000000
-7 5 0 000000
-6 5 0 000000
-5 5 0 000000
-4 5 0 000000
-3 5 0 000000
-2 5 0 000000
-1 5 0 000000
-16 6 0 000000
-15 6 0 000000
-14 6 0 000000
-13 6 0 000000
-12 6 0 000000
-11 6 0 000000
-10 6 0 000000
-9 6 0 000000
-8 6 0 000000
-7 6 0 000000
-6 6 0 000000
-5 6 0 000000
-4 6 0 000000
-3 6 0 000000
-2 6 0 000000
-1 6 0 000000
-16 7 0 000000
-15 7 0 000000
-14 7 0 000000
-13 7 0 000000
-12 7 0 000000
-11 7 0 000000
-10 7 0 000000
-9 7 0 000000
-8 7 0 000000
-7 7 0 000000
-6 7 0 000000
-5 7 0 000000
-4 7 0 000000
-3 7 0 000000
-2 7 0 000000
-1 7 0 000000
-16 8 0 000000
-15 8 0 000000
-14 8 0 000000
-13 8 0 000000
-12 8 0 000000
-11 8 0 000000
-10 8 0 000000
-9 8 0 000000
-8 8 0 000000
-7 8 0 000000
-6 8 0 000000
-5 8 0 000000
-4 8 0 000000
-3 8 0 000000
-2 8 0 000000
-1 8 0 000000
-16 9 0 000000
-15 9 0 000000
-14 9 0 000000
-13 9 0 000000
-12 9 0 000000
-11 9 0 000000
-10 9 0 000000
-9 9 0 000000
-8 9 0 000000
-7 9 0 000000
-6 9 0 000000
-5 9 0 000000
-4 9 0 000000
-3 9 0 000000
-2 9 0 000000
-1 9 0 000000
-16 10 0 000000
-15 10 0 000000
-14 10 0 000000
-13 10 0 000000
-12 10 0 000000
-11 10 0 000000
-10 10 0 000000
-9 10 0 000000
-8 10 0 000000
-7 10 0 000000
-6 10 0 000000
-5 10 0 000000
-4 10 0 000000
-3 10 0 000000
-2 10 0 000000
-1 10 0 000000
-16 11 0 000000
-15 11 0 000000
-14 11 0 000000
-13 11 0 000000
-12 11 0 000000
-11 11 0 000000
-10 11 0 000000
-9 11 0 000000
-8 11 0 000000
-7 11 0 000000
-6 11 0 000000
-5 11 0 000000
-4 11 0 000000
-3 11 0 000000
-2 11 0 000000
-1 11 0 000000
-16 12 0 000000
-15 12 0 000000
-14 12 0 000000
-13 12 0 000000
-12 12 0 000000
-11 12 0 000000
-10 12 0 000000
-9 12 0 000000
-8 12 0 000000
-7 12 0 000000
-6 12 0 000000
-5 12 0 000000
-4 12 0 000000
-3 12 0 000000
-2 12 0 000000
-1 12 0 000000
-16 13 0 000000
-15 13 0 000000
-14 13 0 000000
-13 13 0 000000
-12 13 0 000000
-11 13 0 000000
-10 13 0 000000
-9 13 0 000000
-8 13 0 000000
-7 13 0 000000
-6 13 0 000000
-5 13 0 000000
-4 13 0 000000
-3 13 0 000000
-2 13 0 000000
-1 13 0 000000
-16 14 0 000000
-15 14 0 000000
-14 14 0 000000
-13 14 0 000000
-12 14 0 000000
-11 14 0 000000
-10 14 0 000000
-9 14 0 000000
-8 14 0 000000
-7 14 0 000000
-6 14 0 000000
-5 14 0 000000
-4 14 0 000000
-3 14 0 000000
-2 14 0 000000
-1 14 0 000000
-16 15 0 000000
-15 15 0 000000
-14 15 0 000000
-13 15 0 000000
-12 15 0 000000
-11 15 0 000000
-10 15 0 000000
-9 15 0 000000
-8 15 0 000000
-7 15 0 000000
-6 15 0 000000
-5 15 0 000000
-4 15 0 000000
-3 15 0 000000
-2 15 0 000000
-1 15 0 000000
-16 0 1 8f563b
-15 0 1 8f563b
-14 0 1 8f563b
-13 0 1 8f563b
-12 0 1 8f563b
-11 0 1 8f563b
-10 0 1 8f563b
-9 0 1 8f563b
-8 0 1 8f563b
-7 0 1 8f563b
-6 0 1 8f563b
-5 0 1 8f563b
-4 0 1 8f563b
-3 0 1 8f563b
-2 0 1 8f563b
-1 0 1 8f563b
-16 1 1 8f563b
-15 1 1 8f563b
-14 1 1 8f563b
-13 1 1 8f563b
-12 1 1 8f563b
-11 1 1 8f563b
-10 1 1 8f563b
-9 1 1 8f563b
-8 1 1 8f563b
-7 1 1 8f563b
-6 1 1 8f563b
-16 2 1 8f563b
-15 2 1 8f563b
-14 2 1 8f563b
-13 2 1 8f563b
-12 2 1 8f563b
-11 2 1 8f563b
-10 2 1 8f563b
-9 2 1 8f563b
-8 2 1 8f563b
-7 2 1 8f563b
-6 2 1 8f563b
-16 3 1 8f563b
-15 3 1 8f563b
-14 3 1 8f563b
-13 3 1 8f563b
-12 3 1 8f563b
-11 3 1 8f563b
-10 3 1 8f563b
-9 3 1 8f563b
-8 3 1 8f563b
-7 3 1 8f563b
-6 3 1 8f563b
-16 4 1 8f563b
-15 4 1 8f563b
-14 4 1 8f563b
-13 4 1 8f563b
-12 4 1 8f563b
-11 4 1 8f563b
-10 4 1 8f563b
-9 4 1 8f563b
-8 4 1 8f563b
-7 4 1 8f563b
-6 4 1 8f563b
-16 5 1 8f563b
-15 5 1 8f563b
-14 5 1 8f563b
-13 5 1 8f563b
-12 5 1 8f563b
-11 5 1 8f563b
-10 5 1 8f563b
-9 5 1 8f563b
-8 5 1 8f563b
-7 5 1 8f563b
-6 5 1 8f563b
-16 6 1 8f563b
-15 6 1 8f563b
-14 6 1 8f563b
-13 6 1 8f563b
-12 6 1 8f563b
-11 6 1 8f563b
-10 6 1 8f563b
-9 6 1 8f563b
-8 6 1 8f563b
-7 6 1 8f563b
-6 6 1 8f563b
-16 7 1 8f563b
-15 7 1 8f563b
-14 7 1 8f563b
-13 7 1 8f563b
-12 7 1 8f563b
-11 7 1 8f563b
-10 7 1 8f563b
-9 7 1 8f563b
-8 7 1 8f563b
-7 7 1 8f563b
-6 7 1 8f563b
-16 8 1 8f563b
-15 8 1 8f563b
-14 8 1 8f563b
-13 8 1 8f563b
-12 8 1 8f563b
-11 8 1 8f563b
-10 8 1 8f563b
-9 8 1 8f563b
-16 9 1 8f563b
-15 9 1 8f563b
-14 9 1 8f563b
-13 9 1 8f563b
-12 9 1 8f563b
-11 9 1 8f563b
-10 9 1 8f563b
-9 9 1 8f563b
-8 9 1 8f563b
-7 9 1 8f563b
-6 9 1 8f563b
-5 9 1 8f563b
-4 9 1 8f563b
-3 9 1 8f563b
-2 9 1 8f563b
-1 9 1 8f563b
-16 10 1 8f563b
-15 10 1 8f563b
-14 10 1 8f563b
-13 10 1 8f563b
-12 10 1 8f563b
-11 10 1 8f563b
-10 10 1 8f563b
-9 10 1 8f563b
-8 10 1 8f563b
-7 10 1 8f563b
-6 10 1 8f563b
-5 10 1 8f563b
-4 10 1 8f563b
-3 10 1 8f563b
-2 10 1 8f563b
-1 10 1 8f563b
-16 11 1 8f563b
-15 11 1 8f563b
-14 11 1 8f563b
-13 11 1 8f563b
-12 11 1 8f563b
-11 11 1 8f563b
-10 11 1 8f563b
-9 11 1 8f563b
-8 11 1 8f563b
-7 11 1 8f563b
-6 11 1 8f563b
-5 11 1 8f563b
-4 11 1 8f563b
-3 11 1 8f563b
-2 11 1 8f563b
-1 11 1 8f563b
-16 12 1 8f563b
-15 12 1 8f563b
-14 12 1 8f563b
-13 12 1 8f563b
-12 12 1 8f563b
-11 12 1 8f563b
-10 12 1 8f563b
-9 12 1 8f563b
-8 12 1 8f563b
-7 12 1 8f563b
-6 12 1 8f563b
-5 12 1 8f563b
-4 12 1 8f563b
-3 12 1 8f563b
-2 12 1 8f563b
-1 12 1 8f563b
-16 13 1 8f563b
-15 13 1 8f563b
-14 13 1 8f563b
-13 13 1 8f563b
-12 13 1 8f563b
-11 13 1 8f563b
-10 13 1 8f563b
-9 13 1 8f563b
-8 13 1 8f563b
-7 13 1 8f563b
-6 13 1 8f563b
-5 13 1 8f563b
-4 13 1 8f563b
-3 13 1 8f563b
-2 13 1 8f563b
-1 13 1 8f563b
-16 14 1 8f563b
-15 14 1 8f563b
-14 14 1 8f563b
-13 14 1 8f563b
-12 14 1 8f563b
-11 14 1 8f563b
-10 14 1 8f563b
-9 14 1 8f563b
-8 14 1 8f563b
-7 14 1 8f563b
-6 14 1 8f563b
-5 14 1 8f563b
-4 14 1 8f563b
-3 14 1 8f563b
-2 14 1 8f563b
-1 14 1 8f563b
-16 15 1 8f563b
-15 15 1 8f563b
-14 15 1 8f563b
-13 15 1 8f563b
-12 15 1 8f563b
-11 15 1 8f563b
-10 15 1 8f563b
-9 15 1 8f563b
-8 15 1 8f563b
-7 15 1 8f563b
-6 15 1 8f563b
-5 15 1 8f563b
-4 15 1 8f563b
-3 15 1 8f563b
-2 15 1 8f563b
-1 15 1 8f563b
-16 0 2 8f563b
-9 0 2 8f563b
-8 0 2 8f563b
-7 0 2 8f563b
-6 0 2 8f563b
-5 0 2 8f563b
-4 0 2 8f563b
-3 0 2 8f563b
-2 0 2 8f563b
-1 0 2 8f563b
-16 1 2 8f563b
-14 1 2 8f563b
-13 1 2 8f563b
-12 1 2 8f563b
-11 1 2 8f563b
-10 1 2 8f563b
-9 1 2 8f563b
-8 1 2 8f563b
-7 1 2 8f563b
-6 1 2 8f563b
-16 2 2 8f563b
-9 2 2 8f563b
-8 2 2 8f563b
-7 2 2 8f563b
-6 2 2 8f563b
-16 3 2 8f563b
-9 3 2 8f563b
-8 3 2 8f563b
-7 3 2 8f563b
-6 3 2 8f563b
-16 4 2 8f563b
-15 4 2 8f563b
-14 4 2 8f563b
-13 4 2 8f563b
-12 4 2 8f563b
-9 4 2 8f563b
-8 4 2 8f563b
-7 4 2 8f563b
-6 4 2 8f563b
-16 5 2 8f563b
-9 5 2 8f563b
-8 5 2 8f563b
-7 5 2 8f563b
-6 5 2 8f563b
-16 6 2 8f563b
-9 6 2 8f563b
-8 6 2 8f563b
-7 6 2 8f563b
-6 6 2 8f563b
-16 7 2 8f563b
-14 7 2 8f563b
-13 7 2 8f563b
-12 7 2 8f563b
-11 7 2 8f563b
-10 7 2 8f563b
-9 7 2 8f563b
-8 7 2 8f563b
-7 7 2 8f563b
-6 7 2 8f563b
-16 8 2 8f563b
-9 8 2 8f563b
-16 9 2 8f563b
-9 9 2 8f563b
-16 10 2 8f563b
-15 10 2 8f563b
-14 10 2 8f563b
-13 10 2 8f563b
-12 10 2 8f563b
-11 10 2 8f563b
-10 10 2 8f563b
-9 10 2 8f563b
-16 11 2 8f563b
-15 11 2 8f563b
-14 11 2 8f563b
-13 11 2 8f563b
-12 11 2 8f563b
-11 11 2 8f563b
-10 11 2 8f563b
-9 11 2 8f563b
-16 12 2 8f563b
-15 12 2 8f563b
-14 12 2 8f563b
-13 12 2 8f563b
-12 12 2 8f563b
-11 12 2 8f563b
-10 12 2 8f563b
-9 12 2 8f563b
-8 12 2 8f563b
-7 12 2 8f563b
-6 12 2 8f563b
-5 12 2 8f563b
-16 13 2 8f563b
-15 13 2 8f563b
-14 13 2 8f563b
-13 13 2 8f563b
-12 13 2 8f563b
-11 13 2 8f563b
-10 13 2 8f563b
-9 13 2 8f563b
-8 13 2 8f563b
-7 13 2 8f563b
-6 13 2 8f563b
-5 13 2 8f563b
-16 14 2 8f563b
-15 14 2 8f563b
-14 14 2 8f563b
-13 14 2 8f563b
-12 14 2 8f563b
-11 14 2 8f563b
-10 14 2 8f563b
-9 14 2 8f563b
-8 14 2 8f563b
-7 14 2 8f563b
-6 14 2 8f563b
-5 14 2 8f563b
-16 15 2 8f563b
-15 15 2 8f563b
-14 15 2 8f563b
-13 15 2 8f563b
-12 15 2 8f563b
-11 15 2 8f563b
-10 15 2 8f563b
-9 15 2 8f563b
-8 15 2 8f563b
-7 15 2 8f563b
-6 15 2 8f563b
-5 15 2 8f563b
-4 15 2 8f563b
-3 15 2 8f563b
-2 15 2 8f563b
-1 15 2 8f563b
-16 0 3 8f563b
-9 0 3 8f563b
-8 0 3 8f563b
-7 0 3 8f563b
-6 0 3 8f563b
-5 0 3 8f563b
-4 0 3 8f563b
-3 0 3 8f563b
-2 0 3 8f563b
-1 0 3 8f563b
-16 1 3 8f563b
-9 1 3 8f563b
-8 1 3 8f563b
-7 1 3 8f563b
-6 1 3 8f563b
-16 2 3 8f563b
-9 2 3 8f563b
-8 2 3 8f563b
-7 2 3 8f563b
-6 2 3 8f563b
-16 3 3 8f563b
-9 3 3 8f563b
-8 3 3 8f563b
-7 3 3 8f563b
-6 3 3 8f563b
-16 4 3 8f563b
-9 4 3 8f563b
-8 4 3 8f563b
-7 4 3 8f563b
-6 4 3 8f563b
-16 5 3 8f563b
-9 5 3 8f563b
-8 5 3 8f563b
-7 5 3 8f563b
-6 5 3 8f563b
-16 6 3 8f563b
-9 6 3 8f563b
-8 6 3 8f563b
-7 6 3 8f563b
-6 6 3 8f563b
-16 7 3 8f563b
-9 7 3 8f563b
-8 7 3 8f563b
-7 7 3 8f563b
-6 7 3 8f563b
-16 8 3 8f563b
-9 8 3 8f563b
-16 9 3 8f563b
-9 9 3 8f563b
-16 10 3 8f563b
-9 10 3 8f563b
-16 11 3 8f563b
-9 11 3 8f563b
-16 12 3 8f563b
-16 13 3 8f563b
-16 14 3 8f563b
-16 15 3 8f563b
-15 15 3 8f563b
-14 15 3 8f563b
-13 15 3 8f563b
-12 15 3 8f563b
-11 15 3 8f563b
-10 15 3 8f563b
-9 15 3 8f563b
-8 15 3 8f563b
-7 15 3 8f563b
-6 15 3 8f563b
-5 15 3 8f563b
-4 15 3 8f563b
-3 15 3 8f563b
-2 15 3 8f563b
-1 15 3 8f563b
-16 0 4 8f563b
-9 0 4 8f563b
-8 0 4 639bff
-7 0 4 639bff
-6 0 4 8f563b
-5 0 4 8f563b
-4 0 4 8f563b
-3 0 4 8f563b
-2 0 4 8f563b
-1 0 4 8f563b
-16 1 4 8f563b
-9 1 4 8f563b
-8 1 4 639bff
-7 1 4 639bff
-6 1 4 8f563b
-16 2 4 8f563b
-9 2 4 8f563b
-8 2 4 639bff
-7 2 4 639bff
-6 2 4 8f563b
-16 3 4 8f563b
-9 3 4 8f563b
-8 3 4 639bff
-7 3 4 639bff
-6 3 4 8f563b
-16 4 4 8f563b
-9 4 4 8f563b
-8 4 4 639bff
-7 4 4 639bff
-6 4 4 8f563b
-16 5 4 8f563b
-9 5 4 8f563b
-8 5 4 639bff
-7 5 4 639bff
-6 5 4 8f563b
-16 6 4 8f563b
-9 6 4 8f563b
-8 6 4 639bff
-7 6 4 639bff
-6 6 4 8f563b
-16 7 4 8f563b
-9 7 4 8f563b
-8 7 4 8f563b
-7 7 4 8f563b
-6 7 4 8f563b
-16 8 4 8f563b
-16 9 4 8f563b
-16 10 4 8f563b
-16 11 4 8f563b
-16 12 4 8f563b
-16 13 4 8f563b
-16 14 4 8f563b
-16 15 4 8f563b
-15 15 4 8f563b
-14 15 4 8f563b
-13 15 4 8f563b
-12 15 4 8f563b
-11 15 4 8f563b
-10 15 4 8f563b
-9 15 4 8f563b
-8 15 4 8f563b
-7 15 4 8f563b
-6 15 4 8f563b
-5 15 4 8f563b
-4 15 4 8f563b
-3 15 4 8f563b
-2 15 4 8f563b
-1 15 4 8f563b
-9 0 5 8f563b
-8 0 5 639bff
-7 0 5 639bff
-6 0 5 8f563b
-5 0 5 8f563b
-4 0 5 8f563b
-3 0 5 8f563b
-2 0 5 8f563b
-1 0 5 8f563b
-9 1 5 8f563b
-8 1 5 639bff
-7 1 5 639bff
-6 1 5 8f563b
-9 2 5 8f563b
-8 2 5 639bff
-7 2 5 639bff
-6 2 5 8f563b
-9 3 5 8f563b
-8 3 5 639bff
-7 3 5 639bff
-6 3 5 8f563b
-9 4 5 8f563b
-8 4 5 639bff
-7 4 5 639bff
-6 4 5 8f563b
-9 5 5 8f563b
-8 5 5 639bff
-7 5 5 639bff
-6 5 5 8f563b
-9 6 5 8f563b
-8 6 5 639bff
-7 6 5 639bff
-6 6 5 8f563b
-9 7 5 8f563b
-8 7 5 8f563b
-7 7 5 8f563b
-6 7 5 8f563b
-9 0 6 8f563b
-8 0 6 639bff
-7 0 6 639bff
-6 0 6 8f563b
-5 0 6 8f563b
-4 0 6 8f563b
-3 0 6 8f563b
-2 0 6 8f563b
-9 1 6 8f563b
-8 1 6 639bff
-7 1 6 639bff
-6 1 6 8f563b
-9 2 6 8f563b
-8 2 6 639bff
-7 2 6 639bff
-6 2 6 8f563b
-9 3 6 8f563b
-8 3 6 639bff
-7 3 6 639bff
-6 3 6 8f563b
-9 4 6 8f563b
-8 4 6 639bff
-7 4 6 639bff
-6 4 6 8f563b
-9 5 6 8f563b
-8 5 6 639bff
-7 5 6 639bff
-6 5 6 8f563b
-9 6 6 8f563b
-8 6 6 639bff
-7 6 6 639bff
-6 6 6 8f563b
-9 7 6 8f563b
-8 7 6 8f563b
-7 7 6 8f563b
-6 7 6 8f563b
-9 0 7 8f563b
-6 0 7 8f563b
-9 1 7 8f563b
-6 1 7 8f563b
-9 2 7 8f563b
-6 2 7 8f563b
-9 3 7 8f563b
-6 3 7 8f563b
-9 4 7 8f563b
-6 4 7 8f563b
-9 5 7 8f563b
-6 5 7 8f563b
-9 6 7 8f563b
-6 6 7 8f563b
-9 7 7 8f563b
-8 7 7 8f563b
-7 7 7 8f563b
-6 7 7 8f563b
0 0 0 000000
1 0 0 000000
2 0 0 000000
3 0 0 000000
4 0 0 000000
5 0 0 000000
6 0 0 000000
7 0 0 000000
8 0 0 000000
9 0 0 000000
10 0 0 000000
11 0 0 000000
12 0 0 000000
13 0 0 000000
14 0 0 000000
15 0 0 000000
0 1 0 000000
1 1 0 000000
2 1 0 000000
3 1 0 000000
4 1 0 000000
5 1 0 000000
6 1 0 000000
7 1 0 000000
8 1 0 000000
9 1 0 000000
10 1 0 000000
11 1 0 000000
12 1 0 000000
13 1 0 000000
14 1 0 000000
15 1 0 000000
0 2 0 000000
1 2 0 000000
2 2 0 000000
3 2 0 000000
4 2 0 000000
5 2 0 000000
6 2 0 000000
7 2 0 000000
8 2 0 000000
9 2 0 000000
10 2 0 000000
11 2 0 000000
12 2 0 000000
13 2 0 000000
14 2 0 000000
15 2 0 000000
0 3 0 000000
1 3 0 000000
2 3 0 000000
3 3 0 000000
4 3 0 000000
5 3 0 000000
6 3 0 000000
7 3 0 000000
8 3 0 000000
9 3 0 000000
10 3 0 000000
11 3 0 000000
12 3 0 000000
13 3 0 000000
14 3 0 000000
15 3 0 000000
0 4 0 000000
1 4 0 000000
2 4 0 000000
3 4 0 000000
4 4 0 000000
5 4 0 000000
6 4 0 000000
7 4 0 000000
8 4 0 000000
9 4 0 000000
10 4 0 000000
11 4 0 000000
12 4 0 000000
13 4 0 000000
14 4 0 000000
15 4 0 000000
0 5 0 000000
1 5 0 000000
2 5 0 000000
3 5 0 000000
4 5 0 000000
5 5 0 000000
6 5 0 000000
7 5 0 000000
8 5 0 000000
9 5 0 000000
10 5 0 000000
11 5 0 000000
12 5 0 000000
13 5 0 000000
14 5 0 000000
15 5 0 000000
0 6 0 000000
1 6 0 000000
2 6 0 000000
3 6 0 000000
4 6 0 000000
5 6 0 000000
6 6 0 000000
7 6 0 000000
8 6 0 000000
9 6 0 000000
10 6 0 000000
11 6 0 000000
12 6 0 000000
13 6 0 000000
14 6 0 000000
15 6 0 000000
0 7 0 000000
1 7 0 000000
2 7 0 000000
3 7 0 000000
4 7 0 000000
5 7 0 000000
6 7 0 000000
7 7 0 000000
8 7 0 000000
9 7 0 000000
10 7 0 000000
11 7 0 000000
12 7 0 000000
13 7 0 000000
14 7 0 000000
15 7 0 000000
0 8 0 000000
1 8 0 000000
2 8 0 000000
3 8 0 000000
4 8 0 000000
5 8 0 000000
6 8 0 000000
7 8 0 000000
8 8 0 000000
9 8 0 000000
10 8 0 000000
11 8 0 000000
12 8 0 000000
13 8 0 000000
14 8 0 000000
15 8 0 000000
0 9 0 000000
1 9 0 000000
2 9 0 000000
3 9 0 000000
4 9 0 000000
5 9 0 000000
6 9 0 000000
7 9 0 000000
8 9 0 000000
9 9 0 000000
10 9 0 000000
11 9 0 000000
12 9 0 000000
13 9 0 000000
14 9 0 000000
15 9 0 000000
0 10 0 000000
1 10 0 000000
2 10 0 000000
3 10 0 000000
4 10 0 000000
5 10 0 000000
6 10 0 000000
7 10 0 000000
8 10 0 000000
9 10 0 000000
10 10 0 000000
11 10 0 000000
12 10 0 000000
13 10 0 000000
14 10 0 000000
15 10 0 000000
0 11 0 000000
1 11 0 000000
2 11 0 000000
3 11 0 000000
4 11 0 000000
5 11 0 000000
6 11 0 000000
7 11 0 000000
8 11 0 000000
9 11 0 000000
10 11 0 000000
11 11 0 000000
12 11 0 000000
13 11 0 000000
14 11 0 000000
15 11 0 000000
0 12 0 000000
1 12 0 000000
2 12 0 000000
3 12 0 000000
4 12 0 000000
5 12 0 000000
6 12 0 000000
7 12 0 000000
8 12 0 000000
9 12 0 000000
10 12 0 000000
11 12 0 000000
12 12 0 000000
13 12 0 000000
14 12 0 000000
15 12 0 000000
0 13 0 000000
1 13 0 000000
2 13 0 000000
3 13 0 000000
4 13 0 000000
5 13 0 000000
6 13 0 000000
7 13 0 000000
8 13 0 000000
9 13 0 000000
10 13 0 000000
11 13 0 000000
12 13 0 000000
13 13 0 000000
14 13 0 000000
15 13 0 000000
0 14 0 000000
1 14 0 000000
2 14 0 000000
3 14 0 000000
4 14 0 000000
5 14 0 000000
6 14 0 000000
7 14 0 000000
8 14 0 000000
9 14 0 000000
10 14 0 000000
11 14 0 000000
12 14 0 000000
13 14 0 000000
14 14 0 000000
15 14 0 000000
0 15 0 000000
1 15 0 000000
2 15 0 000000
3 15 0 000000
4 15 0 000000
5 15 0 000000
6 15 0 000000
7 15 0 000000
8 15 0 000000
9 15 0 000000
10 15 0 000000
11 15 0 000000
12 15 0 000000
13 15 0 000000
14 15 0 000000
15 15 0 000000
0 0 1 8f563b
1 0 1 8f563b
2 0 1 8f563b
3 0 1 8f563b
4 0 1 8f563b
7 0 1 8f563b
11 0 1 8f563b
12 0 1 8f563b
13 0 1 8f563b
14 0 1 8f563b
15 0 1 8f563b
1 1 1 8f563b
2 1 1 8f563b
3 1 1 8f563b
7 1 1 8f563b
11 1 1 8f563b
12 1 1 8f563b
13 1 1 8f563b
14 1 1 8f563b
15 1 1 8f563b
3 2 1 8f563b
7 2 1 8f563b
11 2 1 8f563b
12 2 1 8f563b
13 2 1 8f563b
14 2 1 8f563b
15 2 1 8f563b
3 3 1 8f563b
7 3 1 8f563b
11 3 1 8f563b
12 3 1 8f563b
13 3 1 8f563b
14 3 1 8f563b
15 3 1 8f563b
3 4 1 8f563b
4 4 1 8f563b
5 4 1 8f563b
6 4 1 8f563b
